Team 1,Team 2,Result,Margin,Road?,Win,Qual Win,SOS,Conf,Total
Auburn,Texas A&M,LOSS,6,Road,0,0,0,0,0
Iowa,Indiana,LOSS,5,Home,0,0,0,0,0
Arizona,Iowa State,LOSS,25,Road,0,0,0,0,0
Mississippi State,Tennessee,LOSS,7,Home,0,0,0,0,0
Wake Forest,Georgia Tech,LOSS,1,Home,0,0,0,0,0
Utah State,Vanderbilt,LOSS,20,Road,0,0,0,0,0
Massachusetts,Missouri,LOSS,36,Road,0,0,0,0,0
USC,Illinois,LOSS,2,Road,0,0,0,0,0
Arkansas,Notre Dame,LOSS,43,Home,0,0,0,0,0
Colorado,BYU,LOSS,3,Home,0,0,0,0,0
Rutgers,Minnesota,LOSS,3,Road,0,0,0,0,0
Syracuse,Duke,LOSS,35,Home,0,0,0,0,0
Pittsburgh,Louisville,LOSS,7,Home,0,0,0,0,0
Kansas,Cincinnati,LOSS,3,Home,0,0,0,0,0
UCF,Kansas State,LOSS,14,Road,0,0,0,0,0
South Alabama,North Texas,LOSS,14,Road,0,0,0,0,0
Bowling Green,Ohio,LOSS,15,Road,0,0,0,0,0
Eastern Michigan,Central Michigan,LOSS,11,Road,0,0,0,0,0
Georgia Southern,James Madison,LOSS,25,Road,0,0,0,0,0
Arkansas State,UL Monroe,LOSS,12,Road,0,0,0,0,0
UCLA,Northwestern,LOSS,3,Road,0,0,0,0,0
Boston College,California,LOSS,4,Home,0,0,0,0,0
Oklahoma State,Baylor,LOSS,18,Home,0,0,0,0,0
West Virginia,Utah,LOSS,34,Home,0,0,0,0,0
Buffalo,UConn,LOSS,3,Home,0,0,0,0,0
Northern Illinois,San Diego State,LOSS,3,Home,0,0,0,0,0
Rice,Navy,LOSS,8,Road,0,0,0,0,0
Akron,Toledo,LOSS,42,Road,0,0,0,0,0
New Mexico State,New Mexico,LOSS,18,Road,0,0,0,0,0
Air Force,Hawai'i,LOSS,9,Home,0,0,0,0,0
Tulsa,Tulane,LOSS,17,Home,0,0,0,0,0
Middle Tennessee,Kennesaw State,LOSS,8,Road,0,0,0,0,0
Liberty,Old Dominion,LOSS,14,Road,0,0,0,0,0
NC State,Virginia Tech,LOSS,2,Home,0,0,0,0,0
Jacksonville State,Southern Miss,LOSS,17,Road,0,0,0,0,0
Missouri State,Western Kentucky,LOSS,5,Home,0,0,0,0,0
Florida Atlantic,Memphis,LOSS,29,Home,0,0,0,0,0
Colorado State,Washington State,LOSS,17,Home,0,0,0,0,0
San José State,Stanford,LOSS,1,Road,0,0,0,0,0
App State,Boise State,LOSS,33,Road,0,0,0,0,0
Kentucky,South Carolina,LOSS,22,Road,0,0,0,0,0
Marshall,Louisiana,LOSS,3,Road,0,0,0,0,0
UTEP,Louisiana Tech,LOSS,19,Home,0,0,0,0,0
